0,0,0,0,-0.01062,-0.228333,-0.12561,0.21374,6.183206,14.152672,1444917047.744139
0,0,0,0,-0.00946,-0.226929,-0.125061,4.442748,2.748092,11.114504,1444917047.773765
0,0,0,0,-0.01062,-0.227905,-0.123657,6.48855,1.038168,12.137404,1444917047.803873
0,0,0,0,-0.010254,-0.227722,0.242676,4.167939,4.671756,6.274809,1444917047.833844
0,0,0,0,-0.010193,-0.226501,-0.125793,4.351145,5.343512,7.679389,1444917047.863874
0,0,0,0,-0.010681,-0.227905,-0.122925,1.419847,5.679389,0.625954,1444917047.894436
0,0,0,0,-0.01123,-0.227905,0.242676,5.770992,3.328244,5.435114,1444917047.924139
0,0,0,0,-0.01062,-0.2276,0.242554,5.770992,-2.229008,-0.778626,1444917047.953989
0,0,0,0,-0.010254,-0.227234,0.242432,0.244275,10.137404,7.312977,1444917047.984077
0,0,0,0,-0.01123,-0.2276,-0.125061,7.114504,-0.244275,1.40458,1444917048.013937
0,0,0,0,-0.010498,-0.229126,0.242798,0.366412,3.221374,5.007634,1444917048.043860
0,0,0,0,-0.009949,-0.227051,-0.125427,4.977099,1.435115,0.152672,1444917048.074067
0,0,0,0,-0.010559,-0.226807,-0.12384,-4.167939,-14.061069,-2.381679,1444917048.103922
0,0,0,0,-0.010254,-0.227539,-0.123291,2.854962,6.870229,3.007634,1444917048.133998
0,0,0,0,-0.011353,-0.226318,-0.123535,2.59542,5.282443,2.80916,1444917048.163925
0,0,0,0,-0.01123,-0.228271,-0.123352,-2.763359,7.938931,5.251908,1444917048.224263
0,0,0,0,-0.010742,-0.227478,0.242859,2.305344,-3.007634,8.687023,1444917048.253968
0,0,0,0,-0.01062,-0.227661,0.242737,3.541985,1.206107,9.465649,1444917048.283924
0,0,0,0,-0.011597,-0.227234,-0.122925,0.442748,5.175572,11.022901,1444917048.314074
0,0,0,0,-0.010376,-0.227234,-0.123901,2.839695,-12.503817,-2.351145,1444917048.344369
