0,0.098145,0.98315,0.11157,0.91603,-2.6412,-4.0611,1.4449e+09,1,1
1,0.095459,0.97949,0.1272,-3.1298,0.45802,3.8626,1.4449e+09,1,1
2,0.093262,0.98145,0.0979,-1.313,-2.0916,5.3893,1.4449e+09,1,1
3,0.089844,0.98193,0.1167,-3.4046,-1.1908,14.031,1.4449e+09,1,1
4,0.091064,0.98413,0.12109,0,0.90076,-0.85496,1.4449e+09,1,1
5,0.092041,0.98584,0.10547,-2.229,0.70229,0.32061,1.4449e+09,1,1
6,0.087646,0.97998,0.096191,0.32061,31.13,0.48855,1.4449e+09,1,1
7,0.005859,0.98657,0.12061,0.10687,31.16,-4.0153,1.4449e+09,1,1
8,0.087402,0.979,0.084229,-0.39695,-0.94656,0.35114,1.4449e+09,1,1
9,0.071533,0.97583,0.12402,1.0534,-7.8473,0.24427,1.4449e+09,1,1
10,0.075684,1.1182,-0.67944,28.489,-18.244,30.718,1.4449e+09,1,1
11,0.05542,1.2029,-1.0076,-0.99237,-78.794,-6.1374,1.4449e+09,1,1
12,0.043213,1.0491,-0.18213,-16.702,-94.046,-15.145,1.4449e+09,1,1
13,0.1521,0.96631,0.015137,-11.878,-96,-10.87,1.4449e+09,1,1
14,0.14966,0.98975,0.017334,-9.5115,-112,-16.153,1.4449e+09,1,1
15,0.14966,0.98975,0.017334,-9.5115,-112,-16.153,1.4449e+09,1,1
16,0.16577,1.0183,-0.14819,-14.84,-125.95,-14.031,1.4449e+09,1,1
17,0.22876,1.0088,-0.070312,-14.107,-139.16,-12.718,1.4449e+09,1,1
18,0.25781,0.96387,0.090332,-13.389,-146.41,-24.397,1.4449e+09,1,1
19,0.27344,0.96533,0.012451,-18.107,-165.47,-24.748,1.4449e+09,1,1
20,0.30884,0.97363,0.027832,-14.29,-171.05,-28.641,1.4449e+09,1,1
21,0.3352,0.96411,0.087891,30.244,-171.51,-25.45,1.4449e+09,1,1
22,0.3252,0.95727,0.15552,-17.053,-169.66,29.969,1.4449e+09,1,1
23,0.29517,0.95972,0.12134,-17.252,-165.56,29.878,1.4449e+09,1,1
24,0.25342,0.95703,0.12134,-12.046,-161.31,-23.817,1.4449e+09,1,1
25,0.26489,0.95264,0.1311,-14.794,-159.66,-14.565,1.4449e+09,1,1
26,0.26953,0.95874,0.15332,-14.427,-153.25,-14.458,1.4449e+09,1,1
27,0.26318,0.95557,0.18726,-14.916,-149.47,-27.191,1.4449e+09,1,1
28,0.016113,0.93726,0.31177,-14.015,-137.56,-18.321,1.4449e+09,1,1
29,0.2168,0.93848,0.30566,-8.229,-120.11,-24.229,1.4449e+09,1,1
30,0.18848,0.93677,0.31348,-12.611,-105.8,-19.908,1.4449e+09,1,1
31,0.01001,0.94409,0.30029,-12.504,-88.153,-11.023,1.4449e+09,1,1
32,0.13428,0.94165,0.28882,-7.8626,-72.641,-10.198,1.4449e+09,1,1
33,0.13794,0.94995,0.2727,-7.5267,-65.191,-0.73282,1.4449e+09,1,1
34,0.11987,0.95727,0.01709,-3.2672,-45.099,-13.863,1.4449e+09,1,1
35,0.10303,0.95508,0.25244,-4.9466,-31.802,5.0229,1.4449e+09,1,1
36,0.098633,0.96411,0.23657,-0.67176,-21.893,6.0458,1.4449e+09,1,1
37,0.093506,0.96069,0.23535,-2.3969,-15.802,-0.62595,1.4449e+09,1,1
38,0.097168,0.96094,0.2207,1.145,-5.4809,-2.5191,1.4449e+09,1,1
39,0.088379,0.96973,0.18359,3.2366,0.96183,-1.1908,1.4449e+09,1,1
