0.091797,0.979004,0.133545,0.290076,0.320611,6.80916,1444880458.144354
0.088867,0.975586,0.131348,-3.221374,-1.343511,5.114504,1444880458.174401
0.005859,0.976562,0.129883,-3.251908,0.152672,3.236641,1444880458.204323
0.093506,0.978027,0.131348,-2.625954,0.854962,-3.419847,1444880458.234341
0.006104,0.979004,0.136719,31.206106,-0.290076,-0.610687,1444880458.264417
0.091797,0.979736,0.138184,-1.816794,0.763359,-4.412214,1444880458.294359
0.090332,0.978027,0.12793,-0.015267,-0.305344,31.145039,1444880458.324258
0.095459,0.97876,0.12915,-2.992366,3.618321,7.358778,1444880458.354398
0.088623,0.980713,0.126953,1.007634,0.70229,-7.358778,1444880458.384436
0.091553,0.977295,0.128662,1.557252,1.816794,31.099237,1444880458.414195
0.091064,0.979248,0.13501,-0.580153,0.70229,6.396946,1444880458.444315
0.093262,0.977783,0.126465,-2.946565,1.099237,9.496183,1444880458.474430
0.088867,0.976562,0.132812,0.198473,0.610687,11.206107,1444880458.504347
0.0896,0.974609,0.135986,1.694656,2.259542,0.030534,1444880458.534475
0.089355,0.978271,0.129639,-1.175573,2.366412,3.603053,1444880458.564984
0.092773,0.979004,0.132568,0.687023,-0.534351,4.671756,1444880458.594467
0.091797,0.980225,0.13208,31.236641,0.229008,-1.832061,1444880458.714208
0.092529,0.973877,0.131836,-0.946565,2.839695,8.854961,1444880458.744378
0.092041,0.979492,0.133057,2.763359,-1.496183,6.717557,1444880458.774432
0.092773,0.977295,0.124756,-3.679389,1.664122,-0.320611,1444880458.804389
0.091797,0.977051,0.134277,1.923664,-2.335878,4.320611,1444880458.864326
0.092041,0.975342,0.131836,-3.526718,-0.946565,6.793893,1444880458.894342
0.092041,0.973633,0.13501,0.503817,-0.244275,7.801527,1444880458.924694
0.093262,0.976074,0.13501,1.465649,-3.19084,0.427481,1444880458.954529
0.089111,0.977051,0.12793,-1.129771,-1.236641,1.175573,1444880458.984597
0.091553,0.976318,0.125977,-0.946565,2.198473,-2.977099,1444880459.014355
0.090332,0.980957,0.134521,3.801527,-1.099237,9.175572,1444880459.044477
0.092285,0.976318,0.130615,-0.21374,-0.793893,3.51145,1444880459.074437
0.097412,0.979004,0.134277,-0.167939,0.10687,-3.572519,1444880459.104415
0.091064,0.980713,0.132568,2.961832,0.305344,-3.450382,1444880459.134485
0.093506,0.983154,0.138428,1.099237,0.061069,6.015267,1444880459.164661
0.090088,0.979736,0.133301,0.519084,-0.641221,10.259542,1444880459.194432
0.091553,0.978516,0.134033,1.572519,1.267176,8.992367,1444880459.224528
0.093506,0.97583,0.134766,-1.251908,0.610687,8.122137,1444880459.254392
0.091553,0.976074,0.134277,31.251909,0.656489,0.396947,1444880459.284609
0.088135,0.978027,0.008057,-0.061069,3.007634,-2.70229,1444880459.314247
0.093018,0.981201,0.124268,31.251909,3.801527,-1.496183,1444880459.374420
0.093262,0.97876,0.134521,-0.931298,1.557252,-3.740458,1444880459.404722
0.09082,0.977783,0.136963,1.19084,-1.801527,0.625954,1444880459.434463
0.088379,0.980713,0.128662,0.0,1.312977,-5.679389,1444880459.464617
0.090088,0.980469,0.131348,1.78626,1.572519,-2.412214,1444880459.494608
0.092529,0.973389,0.133545,0.885496,3.114504,1.557252,1444880459.524730
0.092529,0.979004,0.127441,-1.618321,-2.244275,9.755725,1444880459.554507
0.089111,0.976318,0.135498,2.229008,-1.801527,11.251908,1444880459.584571
0.089844,0.980469,0.130371,-2.793893,7.419847,6.549618,1444880459.614487
0.006348,0.975342,0.130615,-0.076336,1.419847,4.503817,1444880459.644753
0.091553,0.979004,0.12793,-2.122137,31.206106,5.679389,1444880459.674577
0.092773,0.976318,0.134277,-0.381679,1.465649,-0.778626,1444880459.704371
0.090576,0.97998,0.138916,1.419847,0.900763,-6.80916,1444880459.734359
0.092041,0.980469,0.135986,-0.671756,1.114504,1.572519,1444880459.764569
0.005859,0.979004,0.135254,-0.534351,3.374046,5.832061,1444880459.794582
0.006104,0.981445,0.129395,31.175573,1.664122,-0.305344,1444880459.824351
0.089844,0.979492,0.129639,-1.312977,-0.534351,0.061069,1444880459.854502
0.098145,0.977783,0.130127,-1.450382,-0.641221,-0.656489,1444880459.884720
0.092041,0.979248,0.133301,0.687023,1.358779,-3.603053,1444880459.914308
0.090332,0.978271,0.136719,-0.549618,0.229008,0.122137,1444880459.944465
0.091309,0.977295,0.133545,0.274809,1.664122,-3.282443,1444880459.974736
0.089111,0.975098,0.133057,0.183206,1.099237,-4.961832,1444880460.006698
0.091309,0.980225,0.126709,1.664122,-1.587786,-1.328244,1444880460.034483
0.091064,0.977051,0.13208,1.923664,-3.099237,4.580153,1444880460.064635
0.093018,0.983154,0.13208,0.045802,-2.641221,-1.618321,1444880460.094611
0.096191,0.975098,0.12915,-0.717557,-1.984733,6.671756,1444880460.124806
0.006592,0.978027,0.12793,-0.625954,0.152672,5.847328,1444880460.154473
0.088379,0.978516,0.129639,-0.030534,0.854962,7.374046,1444880460.184816
0.006104,0.976318,0.133789,-0.656489,1.053435,0.366412,1444880460.214420
0.096436,0.975098,0.133057,1.282443,-2.091603,0.900763,1444880460.244823
0.0896,0.976318,0.137939,4.91603,0.198473,11.007633,1444880460.274429
0.090088,0.97583,0.131592,-0.198473,0.656489,6.091603,1444880460.304432
0.091309,0.977051,0.134033,-2.625954,-0.534351,31.160305,1444880460.364802
0.08667,0.980957,0.133789,-0.854962,-0.290076,-4.137404,1444880460.394652
0.005859,0.978027,0.132812,-1.083969,1.664122,-0.610687,1444880460.424627
